Text,spam
"As you already know, time is of great essence in this transaction, kindly =confirm your telephone and fax number to Mr. Mike Obodoh. Bear in mind that =this project can be concluded within five days if you are prompt in your =response.Kind personal regards,DR. BEN MBOYE.  --f1edb130-b89e-4bbb-a2e9-414c26fdccd6--",1
Corning,0
FYI,0
"This is the distilled pure and utterly conventional wisdom of much of the DC political chattering class at this moment. Thefirst two paragraphs are the most important completely accurate in assessment the rest twaddle:1:1Monday Oct. 112010Why Obama Is Losing the Political WarBy Mark HalperinBarack Obama is being politically crushed in a vise. From above by elite opinion about his competence. From below bymass anger and anxiety over unemployment. And it is too late for him to do anything about this predicament until afterNovember's elections.With the exception of core Obama Administration loyalists most politically engaged elites have reached the sameconclusions: the White House is in over its head isolated insular arrogant and clueless about how to get along with orpersuade members of Congress the media the business community or working-class voters. This view is held by FoxNews pundits executives and anchors at the major old-media outlets reporters who cover the White House Democraticand Republican congressional leaders and governors many Democratic business people and lawyers who raised bigmoney for Obama in 2008 and even some members of the Administration just beyond the inner circle. (See Obama'stroubled first year issue by issue.)On Friday after the release of the latest bleak unemployment data â€” the last major jobs figures before the midterms â€”Obama said ""Putting the American people back to work expanding opportunity rebuilding the economic security of themiddle class is the moral and national challenge of our time."" But elites feel the President has failed to meet that challengeand are convinced he will be unable to do so in the remainder of his term. Moreover there is a growing perception thatObama's decisions are causing harm â€” that businesses are being hurt by the Administration's legislation and thateconomic recovery is stalling because of the uncertainty surrounding energy policy health care deficits housingimmigration and spending.And that sentiment is spreading. Many members of the general public appear deeply skeptical of Obama's capacity to turnthings around especially but not exclusively those inclined to dislike him â€” Tea Partyers and John McCain voters butalso tens of millions of middle-class Americans including quite a few who turned out for Obama in 2008. (See how someAmericans are facing the prospect of long-term unemployment.)The misery afflicting the country has no political affiliation. Listen to the voices from this striking TV ad for Rob Portmanthe Republican former Congressman and Bush budget director who is running for Senate from Ohio. One woman at aDayton career fair says starkly ""There are no jobs."" A man announces plaintively and with obvious frustration ""I've beenlooking for a job now for 13 months."" Events like this job fair are becoming the grim iconic gatherings of our time thebreadlines for the Obama years.Most of Obama's private (and sometimes public) rebuttals to the voices slamming him on all sides are justified or spot on.He did inherit a lot of problems from the Bush Administration. He did act quickly in the initial weeks of his Administration tostave off a worldwide depression. His efforts at job creation have been obstructed by Republicans (even the proposalsbased on policies supported by the GOP in the past). His opponents haven't put forth specifics of their own nor offeredgenuine compromise while the media have allowed the right's activists and gabbers to run wild with criticism withoutfurnishing legitimate alternative solutions. (See Barack Obama's top 10 sound bites.)But Obama has exacerbated his political problems not just by failing to enact policies that would have actually turned theeconomy around but also by authorizing a series of tactical moves intended to demonize Republicans and distract fromthe problems at hand. He has wasted time lambasting his foes when he should have been putting forth his agenda in aclear optimistic fashion defending the benefits of his key decisions during the past two years (health care and theTroubled Asset Relief Program for example) and explaining what he would do with a re-elected Democratic majority tospur growth.Throughout the year we have been treated to Obama-led attacks on George W. Bush and Dick Cheney Rush LimbaughCongressman Joe Barton (for his odd apology to BP) John Boehner (for seeking the speakership â€” or was it somethingabout an ant?) and Fox News (for everything). Suitable Democratic targets in some cases perhaps but not worth the timeof a busy Commander in Chief. In the past few days we have witnessed the spectacle of the President himself and histop advisers wading into allegations that Republicans are attempting to buy the election using foreign money launderedthrough the CHamber of Commerce combining with Karl Rove and his wealthy backers to fund a flood of negativetelevision commercials. Not only is this issue convoluted and far-fetched but it also distracts from the issues voters careabout frustrating political insiders and alienating struggling citizens (not that many are following such an offbeat storyline). Feinting and gibing can't obscure those job numbers. (See the best viral campaign ads of 2010.)The President and Democrats have passed many significant measures (the stimulus spending the auto-company rescuethe health care law and the financial regulation effort) that someday may be seen as brave and bold the foundation for abetter economy. Obama and his closest aides certainly think that will happen. But the President was correct when he saidFriday ""the only piece of economic news that folks still looking for work want to hear is 'You're hired"" and that's still notoccurring for too many Americans.The politically good news for Obama is that no matter what the outcome of the midterm elections everything changes inJanuary. Republicans will have a greater obligation politically and morally to help govern rather than thwart and badger.The President will get a chance in his State of the Union address and in his budget proposal to show he is turning thepage on the political horrors of 2010 for his party and the nation. But before then Republicans are almost certainly goingto demonstrate that you can beat something with nothing especially when Americans seem to think that the ObamaAdministration hasn't much to offer either except more of the same that isn't working.â€¢ Find this article at:â€¢ http://www.time.com/time/golitics/article/08599202471800.htmlCopyright Â© 2010 Time Inc. All rights reserved. Reproduction in whole or in part without permission is prohibited.",0
"Dear Sir/Madam,Do accept my sincere apologies if my mail does not meet your personal eth=ics.I will introduce myself as a staff in the accounts management section ofa well-known bank here in the United Kingdom. One of our accounts with holding balance of =A315,000,000(Fifteen Million=British Pounds) has been dormant and has not been operated for the past4 years. >From my investigations and confirmations, the owner of this account a for=eignerby name Austin Martins died in August 2000 and since then nobody has done=anything As regards the claiming of this money because he has no familymembers who are aware of the existence of neither the account nor the fun=ds.Also Information From the National Immigration states that he was also si=ngleon entry into the UK.I have secretly discussed this matter with some of the bank officials and=we have agreed to find a reliable foreign partner to deal with. We thuspropose to do Business with you, standing in as the next of kin of thesefunds from the deceased and funds released to you after due processes hav=ebeen followed. This transaction is totally free of risk and troubles as the fund is a le=gitimateand does not originate from drug, money laundry, terrorism or any otherillegal act. On your interest, let me hear from you.Regards,Gordon.DISCLAIMER:This message contains confidential information and is intended only forspecified addressee. If you are not the named addressee you should not di=sseminate,distribute or copy this e-mail. The sender therefore does not accept liab=ilityfor any errors or omissions in the contents of this message, which ariseas a result of e-mail transmission. Please note that we reserve the right=to monitor and read any emails sent and received under the Telecommunicat=ions(Lawful Business Practice) (Interception of Communications) Regulations2000.  -------------------------- Pos=EDlejte SMS p=F8es internet zdarma a bez reklamy. Pouze s TISCALI. V=EDce na http://www.tiscali.cz ",1
"Dear Friend,The political unrest in my country (PHILIPPINES), necessitated thisemail, though this approach appears desperate, difficulties encountered in efforts to establish a business abroad also necessitate this search for someone to assist me in securing and investing the sum of USD18,000,000(Eighteen million dollars) deposited in my name abroad.By way of summarized profile of myself, I am Senator Luisa Estrada, a66years old lady and the wife of Joseph Ejercito Estrada (former head of state and President of Philippines).>From past experiences, many people I had regarded as close friends andrelatives has capitalize on my family's travail to run away with mymoney. In order to avert this negative development, I in conjunction with my son now seek your permission to allow us do a CHANGE OFOWNERSHIP/REASSIGNMENT OF CREDIT of stated funds from the holding company to your name, so that the funds (US$18million) would be released to you as the BENEFICIARY (on behalf of me and my family).Our family trustee have secretly protected the deposit, you are toassist us to lay claims of the funds with the aid of all legal documents that will be forwarded to you as time goes on. If you agree to help, we shall discuss the disbursement ratio in our next correspondence after we have been acquainted. I have decided to offer 20% of the above sum to you if you agree to assists us to secure these funds overseas or 30% share for possible help on investing in any reliable venture.No doubt this proposal will make you apprehensive, please I employ youto observe utmost privacy and rest assured that this transaction would be most profitable for both of us.PLEASE INDICATE YOUR INTEREST BY RESPONDING TO MY EMAIL ADDRESS. WITHTHE FOLLOWING INFO.Your full name:Address:Your telephone/fax numbers:Company name (If any):Once I receive this information, my son will prepare the necessarydocuments that will put you in place as the new owner of the funds. Themoney will then be released to your custody by the security company.",1
H <hrod17@clintonemail.com >Monday January 18 2010 10:05 AM'oterom2@state.gov'; 'slaughtera@state.gov'; 'cheryl.mills'FuchsMH@state.gov'; 'MauldinCP@state.gov'; 'SchonanderCE@state.gov';'JonesK@state.gov'; 'ValmoroU@state.gov'Re: WaterLona--pls pull together a meeting after Maria gets back on Feb 2 for us to review where we are. Thx.,0
"<html><div style='background-color:'><DIV><DIV><DIV><DIV><DIV><DIV><DIV><DIV class=RTE><BR>Dear Friend,</DIV><DIV class=RTE>&nbsp;I am Mrs Catherine Schole, Auditing Assistant in a Bank here in london<BR>with branches all over europe. I have urgent and very confidential<BR>business proposition for you.</DIV><DIV class=RTE>&nbsp;In my department, I discovered an abandoned sum of $6.2 million us<BR>dollars (six million two hundred thousand united state dollars) in an<BR>account that belongs to one of our foreign customers&nbsp; an American<BR>who unfortunately lost his life in the plane crash of Alaska Airlines<BR>Flight 261 which crashed on January 31 2000, including his wife and<BR>only daughter.Visiting site at:</DIV><DIV class=RTE>&nbsp;<A href=""http://www.cnn.com/2000/US/02/01/alaska.airlines.list/"">http://www.cnn.com/2000/US/02/01/alaska.airlines.list/</A> </DIV>",1
Copy,0
yes we cani will take care of itand we will take care of signature,0
"<BR><BR>--<BR>Dear Beloved in Christ,<BR><BR>Please bear with me for sendingyou this just in case you are offended by it as I know we don\'t know eachother.It\'s my belief that I am doing the lord\'s bidding and what is trulyright in his eyes and that is what gives me the courage to send this emailto a total stranger like you. Before I start, I will need to warn you thatthis email might contain the most shocking and unbelievable piece of newsyou have ever had in your entire life, but I trust the lord to give youenough faith and insight to see the sincerity in my heart.<BR><BR><BR>It isby the grace of God that I received Christ, having known the truth; I had nochoice than to do what is lawful and just in the sight of God for eternallife and in the sight of man for witness of God &amp; His Mercies and gloryupon my life.<BR><BR><BR>I am Mrs. Sandra White, the wife of Mr. RobertWhite, my husband was an expatriate Contractor with Chevron/Texaco in Kenyafor twenty years before he died in the year 2003. We were married for tenyears without a child. My Husband died after a brief illness that lasted foronly four days. Before his death we both got born-again and dedicatedChristians. Since his death I decided not to re-marry or get a child outsidemy matrimonial home which the Bible is strongly against. When my latehusband was alive he deposited the sum of US$7.5 Million (Seven Million FiveHundred Thousand U.S. Dollars) in a 4 year one-time fixed deposit accountwith a Bank in Europe . Presently, this money(with accrued interest) isstill with the Bank and the management just wrote me as the next ofKin/beneficiary to the account that it has become DORMANT since notransaction has been operated on it since the completion of the 4 years andif I, as the beneficiary of the funds, do not re-activate the account; thefunds will be CONFISCATED or I rather issue a letter of authorization tosomebody to receive it on my behalf because of my condition(note that youneed to activate this account) as I can not come over. Presently, I\'m in ahospital in Kenya (I chose to remain here since I will die closer to natureand the lord) where I have been undergoing treatment for esophageal cancer.I have since lost my ability to talk and my doctors have told me that I haveonly a few weeks to live. It is my last wish to see this money distributedto charity organizations anywhere in the World that might be in need of it.I have already donated most of our wealth here in Kenya to our local churchand our house after my death to an orphanage here in Kinshasha. They are alltotalling almost 800,000 USD. Because relatives and friends have plunderedso much of my wealth since my illness, I cannot live with the agony ofentrusting futher this responsibility to any one of them any more.<BR><BR><BR>I feel you might still be in sin and not so committed to thegood lord or you are not even a christian but today, this moment as you readthis, open your heart as this moment shall become the turning point in yourlife. Why would a total stranger like me be sending you this, be telling youthis and be offering this much. Beloved, to be sincere with you, I HAVE NOIDEA except, that I know that the lord\'s way are not our ways. I have cometo conclude that\'s it\'s divine. Who are we to question him anyway as justby his breath he gave us life, so much...... Open your heart and see thebeauty of his plans, his intentions, his wish for the world then it willbecome very clear to you why at this time I am dying and why at the sametime you are chosen for this, you other than someone else. It\'s all part ofthe big picture of the kingdom that is to come. Tha all his followers willspend forever............<BR><BR><BR>Please, I beg you in the name of God tohelp me Stand-in as the beneficiary and collect the Funds from the Bank. Iwant a person that is God-fearing who will use this money to fund churches,orphanages and widows propagating the word of God and to ensure that thehouse of God is maintained. The Bible made us to understand that blessed isthe hand that giveth. I took this decision because I donï¿½t have any childthat will inherit this money and my husbandsï¿½ relatives are not Christiansand I donï¿½t want my husbandsï¿½ hard earned money to be misused byunbelievers. I donï¿½t want a situation where this money will be used in anungodly manner. Hence the reason for taking this bold decision. I am notafraid of death since I know where I am going to. I know that I am going tobe in the bosom of the Lord. {Exodus14 VS14} says that the lord will fightmy case and I shall hold my peace. I will not communicate with you by phonein this regard because of my soundless voice and presence of my husbandsï¿½relatives around me always. I donï¿½t want them to know about this developmentas I know all they are interested in is my husband\'s wealth and not myhealth.<BR><BR><BR>With God all things are possible. <BR><BR>Your Sister inChrist,<BR>Mrs. SandraWhite.<BR>sandrawhite1950@excite.com<BR>sandrawhite1950@yahoo.co.uk<BR><BR><BR><BR/><BR />________________________________________________<BR />Message sent using Postan 1.0<BR />",1
"<DIV><DIV><DIV><DIV><DIV><DIV><DIV><DIV><DIV>Greetings, </DIV><DIV>&nbsp;</DIV><DIV>My name is RABI AL SALIH, wife of MAHamMED MAHDI AL SALIH, the former Iraqi minister for Interior Affairs. I got your email address through the internet while searching for a reliable person to help me and I believe you can be able to help me and my family.<BR>&nbsp;<BR>My husband was captured on 23 April 2003 by the US forces. My husband is presently in jail and facing trial on charges of terrorism, corruption, embezzlement and the mysterious charge of plunder which might lead to death sentence. During my husband's regime as Minister for Interior, I realized some reasonable amount of money from various deals that I successfully executed. I have plans to invest this money for my children's future on real estate and industrial production. My husband is not aware of this because I wish to do it secretly for now. </DIV><DIV>&nbsp;</DIV><DIV>Before the US invaded our nation, I secretly siphoned the sum of $12,000,000 million USD out of Iraq and deposited the money with a security firm that transports valuable goods and consignments through diplomatic means. I also declared that the consignment was solid gold belonging to my foreign business partner. I am contacting you because I want you to go to the security company and claim the money on my behalf since I have declared that the consignment belong to my foreign business partner. You shall also be required to assist me in investment in your country. </DIV><DIV>&nbsp;</DIV><DIV>I trust you as a reliable person who will not sit on this money when you claim it, rather assist me properly I expect you to declare what percentage of the total money you will take for your assistance. when I receive your positve response I will give you all the necessary informations to enable you proceed to the security company and claim the money. I shall also let you know where the security company is and the consignment pin code to claim the consignment, which is very important. I assure you 100% safety and success once you follow my instructions.</DIV><DIV>&nbsp;</DIV><DIV>For now, let all our communication be by e-mail because my line are tight now connected to the US Forces Telecomunication Network services. Please also send me your telephone and fax number. I will give more details when I receive your reply.</DIV><DIV>&nbsp;</DIV><DIV>Yours Sincerely,<BR>Rabi.<BR></DIV></DIV></DIV></DIV></DIV></DIV></DIV></DIV></DIV><p>",1
"Dear Friend,I feel quite safe dealing with you in this business proposition though, thismedium (Internet) has been greatly abused, I choose to reach you through it because it still remains the fastest, surest and most secured medium of communication.I know that this mail will come to you as a surprise as we have never met before.My name is Mr ADAMS IBRAHIM  I am the bill and exchange manager in AFRICAN DEVELOPMENT BANK [A.D.B) I Hoped that you will not expose or betray this trust and  confident that i am about to repose on you for the mutual benefit of our both families.I am writing in respect of a foreign customer of our Bank who perished along with his next of kin with Korean Air Line, flight number 801 with the whole passengers on  6th of augustus 1997 and for your perusal you can view this site http://www.cnn.com/WORLD/9708/06/guam.passenger.listSince the demise of this our customer, I personally has watched with keen interest to see the next of kin but all has proved abortive as no one has come to claim his funds of US$8.3M (Eight Million Three Hundred Thoudsand United States Dollars) which has been with our branch for a very longtime.On this note, I decided to seek for whom his name shall be used as the Next of Kin since nobody is coming for the fund again.The Banking ethics here does not allow such money to stay more than eight years, because the money will be recalled to the Bank treasury as unclaimed fund after thisperiod.In view of this I got your contact through the internet when i was making a research on a foreignerthat I will use in this great  opportunity because i dont want the money to be recalled to our Bank treasury as uncliamed fund.I have also agreed to offer 40% of the total sum and the rest 60% will be for me.The reason for a foreigner in the business is for the fact that the deceased man was a foreigner and  it is not authorized by the law guiding our Bank for a citizen of BURKINA FASO to make the claim of the fund.So the request of you as a foreigner is necessary to apply for the claim and transfer of the fund smoothly into your reliable Bank account as the Next Of Kin to the deceased.If you are really sure of your integerity, trustworthy and confidentiality, and accept not to cheat or disappoint me after this business, reply with your telephone and fax numbers and banking account details where you wish to receive the fund.Upon receipt of the above mentioned informations,indicating your interest in the business,I will send you by fax or e-mail a letter of application which you will type  and send back to our bank to enable us start this transaction.I will  not fail to bring to your notice that this business is hitch free on both sides and dont have any negative impact.You should not entertain any fear as all modalities for  the smooth and easy transfer of this fund has been finalized, this  transaction will be completed within 10 bank workingday immediately you applied to the Bank as relation to the deceasedcustomer.Waiting for your urgent response           Yours sincerely,          Mr ADAMS IBRAHIM_________________________________________________________________Dï¿½couvrez Windows Live Messenger : le futur de MSN Messenger ! www.windowslivemessenger.fr",1
Err:513,1
I'm at home in NY so just call when and if you can.,0
"Auditing, we found out that some government officials set up companies andawarded themselves contracts which were grossly over invoiced in variousMinistries, We also identified a lot of inflated contracts funds which arepresently Deposited in our APEX BANK here in Accra. However, by virtue ofour positionas civil servants and members of the panel ,we cannot acquire this money inour names, I have therefore, been delegated as a matter of trust by mycolleagues of the panel to look for an overseas partner(s) into whoseaccount we would transfer the total sum of USD$35,500,000.00 [THIRTY",1
17,0
"RELEASE IN PARTB6sbwhoeopSaturday December 4 2010 1:58 PMRe: H: Roger Cohen in NYT: ""American Diploma cy Revealed â€” as Good""I'm at home now. or on cell",0
<html><head><style>P{margin:0px;padding:0px}body,1
Told jim and team.and will relay message to feingold,0
"As you read this, I don't want you to feel sorry forme, because, I believe everyone will die someday.My name is MRS WU YUNG a merchant SENTOSA in SINDAPORE,I have been diagnosed with Esophagealcancer.It has defiled all forms of medical treatment, and right nowI have only about a few months to live, according to medical experts. Ihave not particularly lived my life so well, as I never really cared foranyone(not even myself) but my business. Though I am very rich, I was nevergenerous, I was always hostile to people and only focused on mybusiness as that was the only thing I cared for. But now I regret all this as Inow know that there is more to life than just wanting to have or make allthe money in the world.I believe when God gives me a second chance tocome to this  world I would live my life a different way from how Ihave lived it. Now that God has called me, I have willed and given mostof my property and assets to my immediate and extended family members aswell as a few close friends.I want God to be merciful to me andaccept my soul so, I have decided to give alms to charity organizations, asI want this to be one of the last good deeds I do on earth. So far, Ihave distributed money to some charity organizations in the U.A.E, Algeriaand Malaysia. Now that my health has deteriorated so badly, I cannot do this myself anymore. I once asked members of my family to close one of myaccounts and distribute the money which I have there to charityorganization in Bulgaria and Pakistan, they refused and kept the money tothemselves. Hence, I do not trust them anymore, as they seem not to becontended with whatI have left for them.The last of my money which no one knows of is the hugecash deposit of  eighteen million united states dollars that I havewith a finance/Security Company abroad. I will want you to help me collectthis deposit and dispatched it to charity organizations.I have set aside twenty percent for you and for yourtime.God be with you.regardsMRS WU YUNG",1
Will I get infoames for Philipines and Indonesia?,0
Any news from Shannon or Maria?,0
See below,0
Any more info about his email?,0
Melanne and MariaI just talked to Tara Sonenshine who was with you at the global women's conference organized lastweek by Laurie Fulton in Copenhagen â€” she said that you were both absolutely fabulous and werethe stars of the meeting. I cannot imagine being better represented.BestAMAnne-Marie SlaughterDirector of Policy PlanningU.S. Department of State(202) 647-2972,0
"Dear Friend ,Naturally, this letter will come to you as a surprise since we have not =met,permit me however, I am MR.HASSAN  GEORGE,a Zimbabwean Farmer. I am =contacting you as the need for me to have a foreign partner in your country =has become necessary due to my plans to relocate and establish a private =company in that region, as the present political instability in my country =(Zimbabwe), does not encourage financial investment as the environment is not =conducive for investment and most of all security is not guaranteed,just as =reported by the International media.I wouldn't go much deep detailing but you can have a look on this web-site if =you have the time and see what kind of brutal president we have.http://www.rte.ieews/2000/0418/zimbabwe.html This problem started when the Zimbabwean government under the leadership =of President Robert Mugabe announced a decree on May 31st 2001 to seize more =than 6000 white-owned farms. So far, more than 5,400 white owned farms have =been invaded, properties confiscated and farm lands seized. During these =periods, as reported by the international media and C.N.N, more than 500 =white farmers were killed, the government didn't stop at this, as just =recently the government have asked all white-farmers to give up their farms =to black farmers or risk going to prison.Having lived in this country (Zimbabwe) for more than 35 years, I have no =other country to go to, nor can I trace any of my distant relatives. =Therefore, I decided to contact you for your assistance so that I can =establish a company in your country and relocate there. Also, I must =re-iterate the importance of having a citizen of your country to front as the =owner of the enterprise, due to the fact that I will be a foreigner in your =country.I have deposited in a Security company all the funds realised from the sales =of my farmland and other farming equipment which amounted to =USD8.5,000,000.00 (Eight million five hundred thousand United States =Dollars). These  funds was packaged in two trunk boxes and declared as =Gemstones to avoid much demurrage from the security company and not to know =of the exact  content so that they don't steal my money.It is to the =knowledge of you and i that it is money that is in the trunk boxes.The trunk =boxes of us$8.5m have been arranged and securely sealed, crated and then =deposited with a security company ready for shipment abroad via diplomatic =courier service so as to make it immune to custom and other bureaucratic =checks at the ports. The reason for this is because it is the only way the funds can be =transferred without any problems.For now, I stay in U A E because Zimbabwe is highly unsafe for me and my =family. You can mail your immediate response to me. Upon your immediate =response, I will immediately arrange and send to you all the documentation =that will empower your good self in finalizing the transaction with the =security company. Let me use this opportunity to also inform you that this transaction is 100% =risk free and shouldalso be handled in the most confidential manner.I have options to offer you, first you can choose to have certain percentage =of the money for your assistance, or you can go into partnership for a proper =profitable investment of the money in your country. Which ever option you =choose, feel free to notify me. If for some reasons you do not prefer a partnership, I am willing to give you =25% of the money while the  remaining 75% that is meant for me, will be for =the investment in your country.So based on the above, it is important you communicatewith me. On the event =that you cannot assist me to do the business, I beg you to still keep my =contact andexistence of my fund a secret. I also require you to make available to me the following 1)Your Complete name. 2)Your confidential telephone and fax numbers to enable me comminicate with =you easily.  Sincerely Yours,HASSAN   GEORGE   .  --4a18597d-f3c5-442c-8a01-ce61efc66310--",1
"Dear Friend,As you read this, I don't want you to feel sorry for me, because, Ibelieve everyone will die someday,and am contacting you because i reallydo need your help,and i want you to help me with all your effort and timefor just seven to fourteen workings days of your time.I want you to behonest and truth full with me that you will help me with my last wish as =adying man.My name is Saeed Ahmed a merchant in Dubai, in the U.A.E. I have beendiagnosed with Esophageal cancer.It has defiled all forms of medicaltreatment, and right now I have only about a few months to live,accordingto medical experts.I have not particularly lived my life so well, as I never really cared fo=ranyone(not even myself)but my business. Though I am very rich, I wasnever generous,I was always hostile to people and only focused on mybusiness as that was the only thing I cared for. But now I regret all thi=sas I now know that there is more to life than just wanting to have or mak=eall the money in the world.I believe when God gives me a second chance to come to this world I wouldlive my life a different way from how I have lived it. Now that God hascalled me, I have willed and given most of my property and assets to myimmediate and extended family members as well as a few close friends.I want God to be merciful to me and accept my soul so, I have decided togive also to charity organizations, as I want this to be one of thelast good deeds I do on earth. So far, I have distributed money to somecharity organizations in the U.A.E, Algeria and Malaysia. Now that myhealth has deteriorated so badly, I cannot do this myself anymore.I once asked members of my family to close one of my accounts anddistribute the money which I have there to charity organization inBulgaria and Pakistan,they refused and kept the money to themselves.Hence, I do not trust them anymore, as they seem not to be contended withwhat I have left for them.The last of my money which no one knows of is the huge cash deposit ofEighteen Million Dollars $18,000,000,00 in side two boxes that I havewith a Finance/Security Company Abroad. I will want you to Act as myBeneficiary who will help me contact the security finance company on mybehalf to discuss the terms and condition of getting this deposit out fro=mthier custody and also helping me to dispatch it to the charityorganisations.Reply to this email with your full names,contact address,tel number andfax to enable me ask my doctors lawyer to arrange for you a power ofattorney that will give you full legal backing as my beneficiary.I have set aside 30% for you and for your time.Please kindly reply to my most confidential email if you are reallyinterested in helping me please:saeedahmed631@yahoo.comoo.comGod be with you.Saeed Ahmed",1
FROM=3A MRS=2C FATIMA RASHEED KHALIFAADDRESS=3ANORTH ZONE BAZRA IRAQ=2EALTERNATIVE E-MAIL=3A=28khalifa=5Frasheedfatima=40yahoo=2Ecom =29 Please permit me your little endulgence to solicit for your unreserved attention=2C based on my urgly condition of life though one with almighty Allah is with majority=2EI am Mrs Fatima R=2E Khalifa=2C a widow to Late Sheik MoHammed Rasheed Khalifa=2E I am 64 years old of a born muslim faith=2E Presently i am suffering from long time cancer of the breast=2C from all indications=2C my condition is really deteriorating and is quite obvious that I won't live more than six months according to my doctor=2Cbecause the cancer stage has gotten to a very bad stage=2E My late husband was killed during the invasion of collition forces from American and Britain in Iraq=2Cunfortunately he died leaving behind a huge sim of money in the vault of a private security company oversea to be precise in Holland=2C but due tomy present bad condition of health as I am suffering from Cancer of the breast its quite impossible for me to travel that distance to receive this money=2E To this effect I have writen a letter throgh my family lawyer requseting for the transfer of this box to Dubai United Arab Emirates pending when I can succeed in getting a trust andreliable person to utilize this money=2E Although=2C today=2C I have a signal from Dubai notifying me of the arrival of the consignment in their security costody=2E I want you to understand that a neither have any son nor have any person to entrust this money to which I know that it is better make use of a total foreigner to achieve my aim=2EAtleast had it been that during the period of our marriage we could produce any child=2C my late husband was very wealthy and after his death=2C his offspring will inherited all his business andwealth=2EI got your contact through a desperate and personal search on the web=2C for someoneI could really trust and I have prayed over it=2E Therefore my desire now is to contribute this wealth to the propagation of islam and in assisting the less-privileged Muslim faithful in Africa=2CAsia=2CEurope and in all Arab-Nation's =2E I have discussed this with my Family Lawyer hence I am willing to donate the sum of US$16=2C250=2C00000=2E =28sixteen Million two hundred and fifty thousand US Dollars=29for the development of the holywork of islam=2C as well as distribution's to aid muslim's faithfuls=2E Please I want you to note that=2C this fund is lying in a Security Company in United Arab Emirate =28UAE=29=2E For that=2C my lawyer will file application's that will back you up for the transfer of the money in your name as the beneficiary only if you promise to use this funds judiciary for the said purpose=2E Therefore=2CI have decided to set-aside 40% for the promotion of holy islam and the work of Allah=2Ewhile 30% will be retuned back to me through my lawyer so that I can offset my bills in the hospital because of the cancer treatment=2E If you have to die says the Allah=2C keep fit and I will give you the crown of life=2EMay the Grace of Allah be our guide and be my refuge when i leave this world=2E Moreso=2CI further decided to offer you 20% While the remaining 10%is for the expenses incured during the facillitation of the fund=2EPLEASE REPLY khalifa=5Frasheedfatima=40yahoo=2Ecom Yours in Allah=2CMrs Fatima Rasheed Khalifa,1
"<P>PLEASE HELP ME <BR>Dear Friend, </P><P>You may be surprised to receive this letter, I got your contact through a desperate and personal search on the web for someone I could really trust as I have prayed over it and I wish to express my interest to handle this matter with you. </P><P><BR>Let me introduce myself to you before I go further; I am Mr. mark Abdul the son of late Mr. Abdul Kosoko who was recently murdered in the land dispute in Zimbabwe. I wouldn't go much deep detailing the problem I am having in my own country Zimbabwe, but you can have a look on This web-site;http://www.rte.ieews/2000/0418/zimbabwe. html, if you have the time you will understand the kind of brutal president we have.<BR>&nbsp;</P><P>Before the sudden death of my father, he foresees the looming danger in Zimbabwe and decided to make a deposit SUM OF$30 MILLION UNITED STATE DOLLARS(THIRTY MILLION US DOLLARS)in disguise as consignment in a box with a Security Company in European&nbsp; . And he was forced to disclose this to me alone as his first son. And with faith, I am going to disclose the details to you,&nbsp; hoping that you will understand me and keep the secret to yourself, and most importantly to stand as the beneficiary to this fund, so that non of my country people we have any reason to track this money back. </P><P><BR>This money was deposited as family valuables due to the heat of the problem in Zimbabwe , so that the government will not try to confiscate the money if discovered. This amount was meant for the purchase of new machines and chemicals for the farms and also for the establishment of a new farm in Swaziland . The land disputes started when Zimbabwean President ""MR. ROBERT MUGABE"" introduced a new Land Act reform which wholly affected the rich white farmers and some few black farmers. This resulted to many killings by Zimbabwe war veterans and some lunatics in the society. In fact, a lot of people were killed because of this land reformed Act for which my Father was one of the victims. And because of this development I flew to Dubai to stay as a refugee. </P><P><BR>From the studies I have been able to make in Dubai concerning the right of a refugee, a lot of question will arise if I make any attempt to claim this fund directly concerning my age. And for the fact that I will not like to stay permanently in Dubai due to there law of not issuing permanent resident to foreigners. I am looking forward to stay in a country that the law will give me full right with time. And to have a good guardian that is knowledgeable in business and investment. It is just on this background that I have contacted you.</P><P><BR>Please, I need your assistance to transfer this fund to your trusted overseas bank account as soon as it is being claim from the Security Company. For your efforts and assistance, I have agreed to give you 30% of the total sum, while 10% is mapped out to re-in-burse all the expenses incurred in the course of this transaction and 60% will be for me and my family investment in your country under your kind control. </P><P><BR>Note that this transaction is 100% clear and risk-free, as I have made every necessary arrangement for a successful deal base on the little advice my let father gave to me. The only thing am soliciting from you is the total assistance to make a claim of the fund on your name from the Security Company, and after which the money will be paid into your account in your country </P><P><BR>I need your complete trust and assurance that my own part of money will be safe when transferred to your account. Kindly keep this business proposal highly confidential for security reasons. If you are interested in assisting me, Reply via the above email address and include your private phone and fax numbers. I will respond to you immediately. <BR>Looking forward to your urgent reply, God Bless. </P><P>Sincerely Yours, <BR>Mr. mark Abdul </P><P>&nbsp;</P><br><br><br><b>Ahora tambi&eacute;n puedes acceder a tu correo Terra desde el m&oacute;vil.</b><br><b>Inf&oacute;rmate pinchando</b><a href=""http://ad.doubleclick.net/clk;77451406;6134080;d?http://www.correo.movistar.es/do/isp/assistant/login?isp=terra""><b><strong> aqu&iacute;.</strong></b></a><br>------=_Part_11732_18401494.1173798738823--",1
